Employee ID,Employee Name,Gender,Profession,Profession Group,Date of Birth,Age,Hire Date,Resignation Date
1465,"Diah Hidayat, A.Md.Kep",F,Nurse,Medical,1986-03-02,40,05/01/2008,
1466,"Nadia Sari, A.Md.Kep",F,Nurse,Medical,2003-10-01,22,08/06/2024,
1467,Gilang Hermawan,M,Cleaning Service,Non Medical,1968-10-08,57,06/11/2004,
1468,Anisa Gunawan,F,Nutritionist,Medical,1984-07-12,41,29/07/2014,29/06/2016
1469,Intan Hakim,F,Nurse,Medical,1978-02-01,48,29/12/2014,
1470,Susilo Setiawan,M,Finance,Non Medical,1993-02-26,33,06/01/2024,
1471,"Nadia Hakim, S.Tr.Rad",F,Radiographer,Medical,1998-02-19,28,10/03/2018,
1472,Wati Pratama,F,Security,Non Medical,1991-05-05,35,20/01/2010,
1473,"Endah Sugiarto, A.Md.Keb",F,Midwife,Medical,1972-08-12,53,17/01/2003,
1474,"Yanto Firmansyah, S.Tr.Kes",M,CSSD,Non Medical,2000-05-12,25,26/09/2023,
1475,"Zahra Prabowo, S.T",F,Building Technician,Non Medical,1998-11-13,27,29/10/2022,
1476,"Gunawan Priyanto, Dra.",M,Management,Non Medical,1984-06-28,41,07/11/2016,
1477,"Galih Simbolon, M.M",M,Administration,Non Medical,1976-09-01,49,06/03/1995,27/11/2003
1478,Dr. Firmansyah Sugiarto,M,Nurse,Medical,1965-02-05,61,23/11/2004,
1479,"Anisa Susanto, Sp.Kep",F,Nurse,Medical,2003-01-08,23,09/10/2025,
1480,Fani Susanto,F,Medical Records,Non Medical,1988-02-26,38,20/08/2021,
1481,"Yuni Nasution, Ners",F,Nurse,Medical,1968-05-28,57,21/02/1992,
1482,"Zahra Gunawan, Sp.Kep",F,Nurse,Medical,1996-04-14,30,27/01/2016,
